CNPJ,RazaoSocial,RegistroANS,Trimestre,Ano,ValorDespesas,UF,Modalidade
44673382000190,OMINT SERVIÇOS DE SAÚDE S.A.,359661,2,2025,6433215727.9,SP,Medicina de Grupo
44673382000190,OMINT SERVIÇOS DE SAÚDE S.A.,359661,3,2025,9900404413.54,SP,Medicina de Grupo
24676884000167,UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA,359777,1,2025,397316845.82,MT,Cooperativa Médica
24676884000167,UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA,359777,2,2025,738663447.27,MT,Cooperativa Médica
24676884000167,UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA,359777,3,2025,1095664124.16,MT,Cooperativa Médica
02864364000145,PLANO DE SAÚDE ANA COSTA LTDA.,360244,1,2025,406259411.40999997,SP,Medicina de Grupo
02864364000145,PLANO DE SAÚDE ANA COSTA LTDA.,360244,2,2025,764569570.8,SP,Medicina de Grupo
02864364000145,PLANO DE SAÚDE ANA COSTA LTDA.,360244,3,2025,1128848942.26,SP,Medicina de Grupo
28974020000182,UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA,360414,1,2025,92462991.95,RJ,Cooperativa Médica
28974020000182,UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA,360414,2,2025,180667054.37,RJ,Cooperativa Médica
28974020000182,UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA,360414,3,2025,260349287.03,RJ,Cooperativa Médica
77858611000108,UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO,360449,1,2025,1966845158.95,SC,Cooperativa Médica
77858611000108,UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO,360449,2,2025,3753515215.62,SC,Cooperativa Médica
77858611000108,UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO,360449,3,2025,5742756958.97,SC,Cooperativa Médica
59007799000190,ASSOCIACAO DE SAUDE HOLAMBRA,360783,1,2025,15731005.03,SP,Medicina de Grupo
59007799000190,ASSOCIACAO DE SAUDE HOLAMBRA,360783,2,2025,31841338.2,SP,Medicina de Grupo
59007799000190,ASSOCIACAO DE SAUDE HOLAMBRA,360783,3,2025,51900880.96,SP,Medicina de Grupo
03657699000155,SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL,361011,1,2025,882215012.49,DF,Autogestão
03657699000155,SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL,361011,2,2025,1552178964.9099998,DF,Autogestão
03657699000155,SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL,361011,3,2025,2286289231.46,DF,Autogestão
37880952000157,VIVACOM PLANOS DE SAÚDE,361461,1,2025,125732672.12,GO,Autogestão
37880952000157,VIVACOM PLANOS DE SAÚDE,361461,2,2025,228956583.95,GO,Autogestão
37880952000157,VIVACOM PLANOS DE SAÚDE,361461,3,2025,344981458.96,GO,Autogestão
12923462000160,UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA,361569,1,2025,21648187.1,PB,Cooperativa odontológica
12923462000160,UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA,361569,2,2025,36389797.54,PB,Cooperativa odontológica
12923462000160,UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA,361569,3,2025,53273212.34,PB,Cooperativa odontológica
96396395000162,UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO,361593,1,2025,15010959.959999999,SP,Cooperativa odontológica
96396395000162,UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO,361593,2,2025,31092138.69,SP,Cooperativa odontológica
96396395000162,UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO,361593,3,2025,48557526.800000004,SP,Cooperativa odontológica
75003525000180,UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO,361615,1,2025,174063173.67,PR,Cooperativa Médica
75003525000180,UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO,361615,2,2025,329566171.84000003,PR,Cooperativa Médica
75003525000180,UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO,361615,3,2025,489151793.76,PR,Cooperativa Médica
00006037000127,UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO,361941,1,2025,136303892.25,SP,Cooperativa Médica
00006037000127,UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO,361941,2,2025,252746289.16,SP,Cooperativa Médica
00006037000127,UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO,361941,3,2025,369798930.05,SP,Cooperativa Médica
10219897000100,UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO,362140,1,2025,153482347.77,PA,Cooperativa Médica
10219897000100,UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO,362140,2,2025,259547028.92000002,PA,Cooperativa Médica
10219897000100,UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO,362140,3,2025,378587199.85,PA,Cooperativa Médica
25686544000180,UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO,362573,1,2025,60516565.21,MG,Cooperativa Médica
25686544000180,UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO,362573,2,2025,119046870.74,MG,Cooperativa Médica
25686544000180,UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO,362573,3,2025,187536097.71,MG,Cooperativa Médica
89100135000132,UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA.,362832,1,2025,55588528.51,RS,Cooperativa Médica
89100135000132,UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA.,362832,2,2025,104640733.04,RS,Cooperativa Médica
89100135000132,UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA.,362832,3,2025,164087565.43,RS,Cooperativa Médica
03044492000105,HOSPITAL S.P. LTDA.,363189,1,2025,17325991.63,RS,Medicina de Grupo
03044492000105,HOSPITAL S.P. LTDA.,363189,2,2025,29704248.17,RS,Medicina de Grupo
03044492000105,HOSPITAL S.P. LTDA.,363189,3,2025,42515813.32,RS,Medicina de Grupo
45171402000197,UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO,363286,1,2025,93206186.74,SP,Cooperativa Médica
45171402000197,UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO,363286,2,2025,154880590.4,SP,Cooperativa Médica
45171402000197,UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO,363286,3,2025,221504494.22,SP,Cooperativa Médica
02513939000185,PLANO ASSISTENCIAL SÃO LUCAS LTDA,363391,1,2025,17891059.43,MG,Medicina de Grupo
02513939000185,PLANO ASSISTENCIAL SÃO LUCAS LTDA,363391,2,2025,27736758.48,MG,Medicina de Grupo
02513939000185,PLANO ASSISTENCIAL SÃO LUCAS LTDA,363391,3,2025,37499874.99,MG,Medicina de Grupo
37382009000114,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO,363855,1,2025,147523324.99,GO,Autogestão
37382009000114,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO,363855,2,2025,261951047.53,GO,Autogestão
37382009000114,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO,363855,3,2025,397728212.61,GO,Autogestão
64388812000139,UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO,364070,1,2025,40834551.72,MG,Cooperativa Médica
64388812000139,UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO,364070,2,2025,80005586.47,MG,Cooperativa Médica
64388812000139,UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO,364070,3,2025,118608063.14,MG,Cooperativa Médica
45272366000158,UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO,364312,1,2025,490587366.72,SP,Cooperativa Médica
45272366000158,UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO,364312,2,2025,985857079.98,SP,Cooperativa Médica
45272366000158,UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO,364312,3,2025,1485438446.96,SP,Cooperativa Médica
35917970000130,UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO,364584,1,2025,619727152.9300001,RJ,Cooperativa Médica
35917970000130,UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO,364584,2,2025,1200021767.16,RJ,Cooperativa Médica
35917970000130,UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO,364584,3,2025,1799957863.72,RJ,Cooperativa Médica
02127779000136,LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.,364592,1,2025,78132607.57,SP,Medicina de Grupo
02127779000136,LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.,364592,2,2025,143084603.25,SP,Medicina de Grupo
02127779000136,LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.,364592,3,2025,200582535.0,SP,Medicina de Grupo
85241339000132,UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL,364860,1,2025,274167596.47,SC,Cooperativa Médica
85241339000132,UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL,364860,2,2025,542209191.81,SC,Cooperativa Médica
85241339000132,UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL,364860,3,2025,838029245.8100001,SC,Cooperativa Médica
00494870000164,UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO,365238,1,2025,101249110.38,SP,Cooperativa Médica
00494870000164,UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO,365238,2,2025,192893997.98,SP,Cooperativa Médica
00494870000164,UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO,365238,3,2025,283104449.07,SP,Cooperativa Médica
56762172000157,UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO,365530,1,2025,65908982.71,SP,Cooperativa Médica
56762172000157,UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO,365530,2,2025,126441883.24,SP,Cooperativa Médica
56762172000157,UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO,365530,3,2025,191846651.67,SP,Cooperativa Médica
30505523000150,DONA SAÚDE CLINICAS LTDA,365645,1,2025,20654256.91,SP,Medicina de Grupo
30505523000150,DONA SAÚDE CLINICAS LTDA,365645,2,2025,20654256.91,SP,Medicina de Grupo
30505523000150,DONA SAÚDE CLINICAS LTDA,365645,3,2025,24364854.29,SP,Medicina de Grupo
81710865000143,UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .,365777,1,2025,115794272.53,PR,Cooperativa Médica
81710865000143,UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .,365777,2,2025,224291216.8,PR,Cooperativa Médica
81710865000143,UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .,365777,3,2025,351401861.93,PR,Cooperativa Médica
02254846000183,COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ,365785,1,2025,6025645.71,AP,Cooperativa odontológica
02254846000183,COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ,365785,2,2025,12075068.639999999,AP,Cooperativa odontológica
02254846000183,COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ,365785,3,2025,18382707.83,AP,Cooperativa odontológica
78953023000108,UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO,366064,1,2025,110471170.02,PR,Cooperativa Médica
78953023000108,UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO,366064,2,2025,216952105.04,PR,Cooperativa Médica
78953023000108,UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO,366064,3,2025,324167671.57,PR,Cooperativa Médica
59499251000105,UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO,366340,1,2025,73681948.42,SP,Cooperativa Médica
59499251000105,UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO,366340,2,2025,140797850.62,SP,Cooperativa Médica
59499251000105,UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO,366340,3,2025,207617513.49,SP,Cooperativa Médica
88938089000182,UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA,366439,1,2025,23830005.91,RS,Cooperativa odontológica
88938089000182,UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA,366439,2,2025,51333360.120000005,RS,Cooperativa odontológica
88938089000182,UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA,366439,3,2025,88938279.31,RS,Cooperativa odontológica
02849393000138,BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA.,366561,1,2025,468991931.51,SP,Medicina de Grupo
02849393000138,BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA.,366561,2,2025,881172546.4,SP,Medicina de Grupo
02849393000138,BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA.,366561,3,2025,1271204403.86,SP,Medicina de Grupo
87158507000156,COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA.,367087,1,2025,499262249.2,RS,Cooperativa Médica
87158507000156,COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA.,367087,2,2025,921175379.16,RS,Cooperativa Médica
87158507000156,COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA.,367087,3,2025,1374711289.89,RS,Cooperativa Médica
84537141000138,SAMEL PLANO DE SAÚDE LTDA,367095,1,2025,486242710.56,AM,Medicina de Grupo
84537141000138,SAMEL PLANO DE SAÚDE LTDA,367095,2,2025,1010642437.74,AM,Medicina de Grupo
84537141000138,SAMEL PLANO DE SAÚDE LTDA,367095,3,2025,1502341289.87,AM,Medicina de Grupo
08707473000135,UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA,367397,1,2025,468130286.8,PB,Cooperativa Médica
08707473000135,UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA,367397,2,2025,891048966.68,PB,Cooperativa Médica
08707473000135,UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA,367397,3,2025,1328269081.96,PB,Cooperativa Médica
42939207000176,UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO,367613,1,2025,18919521.81,MG,Cooperativa Médica
42939207000176,UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO,367613,2,2025,32509985.77,MG,Cooperativa Médica
42939207000176,UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO,367613,3,2025,46671282.19,MG,Cooperativa Médica
25971433000115,UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA,368148,1,2025,115375374.9,MG,Cooperativa Médica
25971433000115,UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA,368148,2,2025,216091258.47,MG,Cooperativa Médica
25971433000115,UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA,368148,3,2025,320826965.58,MG,Cooperativa Médica
63554067000198,HAPVIDA ASSISTENCIA MEDICA S.A.,368253,1,2025,13809385187.98,CE,Medicina de Grupo
63554067000198,HAPVIDA ASSISTENCIA MEDICA S.A.,368253,2,2025,32380377643.1,CE,Medicina de Grupo
63554067000198,HAPVIDA ASSISTENCIA MEDICA S.A.,368253,3,2025,42044049912.67,CE,Medicina de Grupo
15308521000188,UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA,368555,1,2025,34362481.94,PA,Cooperativa odontológica
15308521000188,UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA,368555,2,2025,67752095.28,PA,Cooperativa odontológica
15308521000188,UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA,368555,3,2025,107442381.71,PA,Cooperativa odontológica
20320487000105,AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL,368920,1,2025,150281909.87,MG,Autogestão
20320487000105,AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL,368920,2,2025,264671528.68,MG,Autogestão
20320487000105,AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL,368920,3,2025,403211724.98,MG,Autogestão
48628366000136,UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO,369292,1,2025,552910476.11,SP,Cooperativa Médica
48628366000136,UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO,369292,2,2025,1108638392.5,SP,Cooperativa Médica
48628366000136,UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO,369292,3,2025,1653175373.21,SP,Cooperativa Médica
51093193000103,UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO,369411,1,2025,311496434.48,SP,Cooperativa Médica
51093193000103,UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO,369411,2,2025,558386991.89,SP,Cooperativa Médica
51093193000103,UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO,369411,3,2025,831055687.68,SP,Cooperativa Médica
44456036000150,UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO,369659,1,2025,853944276.81,SP,Cooperativa Médica
44456036000150,UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO,369659,2,2025,1621947307.0,SP,Cooperativa Médica
44456036000150,UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO,369659,3,2025,2423124098.9700003,SP,Cooperativa Médica
81170003000175,UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO,370070,1,2025,858611964.68,PR,Cooperativa Médica
81170003000175,UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO,370070,2,2025,1570064483.7,PR,Cooperativa Médica
81170003000175,UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO,370070,3,2025,2339415762.08,PR,Cooperativa Médica
25471574000179,UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO,370088,1,2025,95166131.18,MG,Cooperativa Médica
25471574000179,UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO,370088,2,2025,171871809.68,MG,Cooperativa Médica
25471574000179,UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO,370088,3,2025,258139975.06,MG,Cooperativa Médica
17333055000116,UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA LTDA,370568,1,2025,10317758.05,MG,Cooperativa odontológica
17333055000116,UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA LTDA,370568,2,2025,21639178.75,MG,Cooperativa odontológica
17333055000116,UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA LTDA,370568,3,2025,33171687.310000002,MG,Cooperativa odontológica
02618303000106,FUNASA SAÚDE,370592,1,2025,29948414.62,PB,Medicina de Grupo
02618303000106,FUNASA SAÚDE,370592,2,2025,53336391.1,PB,Medicina de Grupo
02618303000106,FUNASA SAÚDE,370592,3,2025,77109111.6,PB,Medicina de Grupo
80871551000160,UNIMED PATO BRANCO SOCIEDADE COOPERATIVA DE MÉDICOS,370681,1,2025,287589282.59000003,PR,Cooperativa Médica
80871551000160,UNIMED PATO BRANCO SOCIEDADE COOPERATIVA DE MÉDICOS,370681,2,2025,536581093.1,PR,Cooperativa Médica
80871551000160,UNIMED PATO BRANCO SOCIEDADE COOPERATIVA DE MÉDICOS,370681,3,2025,782556333.27,PR,Cooperativa Médica
02580965000126,UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA,370711,1,2025,7827251.17,ES,Cooperativa odontológica
02580965000126,UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA,370711,2,2025,15037147.85,ES,Cooperativa odontológica
02580965000126,UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA,370711,3,2025,22869448.36,ES,Cooperativa odontológica
70523899000102,UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO,370975,1,2025,87464391.08,MT,Cooperativa Médica
70523899000102,UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO,370975,2,2025,157881328.18,MT,Cooperativa Médica
70523899000102,UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO,370975,3,2025,219687848.44,MT,Cooperativa Médica
78931391000155,UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO,371106,1,2025,298294275.7,PR,Cooperativa Médica
78931391000155,UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO,371106,2,2025,589694603.23,PR,Cooperativa Médica
78931391000155,UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO,371106,3,2025,901231619.92,PR,Cooperativa Médica
76767219000182,UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO,371254,1,2025,1252169449.92,PR,Cooperativa Médica
76767219000182,UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO,371254,2,2025,2307748210.2,PR,Cooperativa Médica
76767219000182,UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO,371254,3,2025,3535318769.15,PR,Cooperativa Médica
02248344000140,UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA,371564,1,2025,62110222.66,MG,Cooperativa Médica
02248344000140,UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA,371564,2,2025,108674947.54,MG,Cooperativa Médica
02248344000140,UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA,371564,3,2025,153549515.27,MG,Cooperativa Médica
39384664000137,UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.,371629,1,2025,277624936.25,ES,Cooperativa Médica
39384664000137,UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.,371629,2,2025,533856854.09,ES,Cooperativa Médica
39384664000137,UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.,371629,3,2025,815055268.62,ES,Cooperativa Médica
35988963000120,UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO,371777,1,2025,200856229.6,ES,Cooperativa Médica
35988963000120,UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO,371777,2,2025,378632606.46,ES,Cooperativa Médica
35988963000120,UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO,371777,3,2025,599552886.24,ES,Cooperativa Médica
00381694000154,UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO,372561,1,2025,128065115.41,SC,Cooperativa Médica
00381694000154,UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO,372561,2,2025,248430318.63,SC,Cooperativa Médica
00381694000154,UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO,372561,3,2025,369729157.78,SC,Cooperativa Médica
02862447000103,NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA.,372609,1,2025,353342377.76,PR,Medicina de Grupo
02862447000103,NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA.,372609,2,2025,660447099.29,PR,Medicina de Grupo
02862447000103,NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA.,372609,3,2025,971673376.02,PR,Medicina de Grupo
00826676000139,UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA,373109,2,2025,10979918.42,SP,Cooperativa odontológica
00826676000139,UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA,373109,3,2025,16855735.7,SP,Cooperativa odontológica
56269913000162,PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A,374440,1,2025,47491002.95999999,SP,Odontologia de Grupo
56269913000162,PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A,374440,2,2025,94141588.77,SP,Odontologia de Grupo
56269913000162,PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A,374440,3,2025,136184162.98000002,SP,Odontologia de Grupo
20119509000165,FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL,378216,1,2025,95408694.31,MG,Autogestão
20119509000165,FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL,378216,2,2025,171771513.09,MG,Autogestão
20119509000165,FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL,378216,3,2025,255846619.87,MG,Autogestão
00846662000187,LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A,379280,1,2025,288028977.95,SP,Medicina de Grupo
00846662000187,LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A,379280,2,2025,572847452.52,SP,Medicina de Grupo
00846662000187,LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A,379280,3,2025,870471899.53,SP,Medicina de Grupo
02725347000127,CARE PLUS MEDICINA ASSISTENCIAL LTDA.,379956,1,2025,3197914981.37,SP,Medicina de Grupo
02725347000127,CARE PLUS MEDICINA ASSISTENCIAL LTDA.,379956,2,2025,6259317418.08,SP,Medicina de Grupo
02725347000127,CARE PLUS MEDICINA ASSISTENCIAL LTDA.,379956,3,2025,9500993663.64,SP,Medicina de Grupo
44857357000166,METRUS INSTITUTO DE SEGURIDADE SOCIAL,380661,1,2025,629196486.87,SP,Autogestão
44857357000166,METRUS INSTITUTO DE SEGURIDADE SOCIAL,380661,2,2025,1095765862.46,SP,Autogestão
44857357000166,METRUS INSTITUTO DE SEGURIDADE SOCIAL,380661,3,2025,1430379959.43,SP,Autogestão
01367538000100,UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA,381144,1,2025,7564611.2,PR,Cooperativa odontológica
01367538000100,UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA,381144,2,2025,14241217.32,PR,Cooperativa odontológica
01367538000100,UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA,381144,3,2025,22646408.98,PR,Cooperativa odontológica
22027346000116,PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA,382281,1,2025,7406532.41,MG,Medicina de Grupo
22027346000116,PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA,382281,2,2025,15360354.34,MG,Medicina de Grupo
22027346000116,PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA,382281,3,2025,23611938.32,MG,Medicina de Grupo
